id,key,interpolations,is_proc,created_at,updated_at,locale,value,is_html,complete,is_list
48,mode_walk_name,,FALSE,57:32.9,40:06.8,es,Caminando,FALSE,FALSE,FALSE
36,mode_paratransit_name,,FALSE,57:32.6,08:57.5,es,Servicios Especializados,FALSE,FALSE,FALSE
58,mode_park_transit_name,,FALSE,57:33.1,09:48.1,es,Estacione y Viaje,FALSE,FALSE,FALSE
52,mode_rail_name,,FALSE,57:33.0,10:17.6,es,Tren,FALSE,FALSE,FALSE
38,mode_taxi_name,,FALSE,57:32.6,14:40.6,es,VehÌ_culo para contratar,FALSE,FALSE,FALSE
8,RejectedTripsReport,,FALSE,57:31.5,09:36.7,es,Informe de Viajes Rechazados,FALSE,FALSE,FALSE
34,relationship_status_hidden_name,,FALSE,57:32.6,14:17.0,es,Oculto,FALSE,FALSE,FALSE
28,relationship_status_confirmed_name,,FALSE,57:32.4,17:21.7,es,Confirmado,FALSE,FALSE,FALSE
30,relationship_status_denied_name,,FALSE,57:32.5,18:14.1,es,Rechazado,FALSE,FALSE,FALSE
26,relationship_status_pending_name,,FALSE,57:32.4,18:52.3,es,Pendiente,FALSE,FALSE,FALSE
24,relationship_status_requested_name,,FALSE,57:32.3,19:47.0,es,Solicitado,FALSE,FALSE,FALSE
20,trip_status_completed_name,,FALSE,57:32.2,27:48.1,es,Terminado,FALSE,FALSE,FALSE
32,relationship_status_revoked_name,,FALSE,57:32.5,24:04.0,es,Revocar,FALSE,FALSE,FALSE
22,trip_status_errored_name,,FALSE,57:32.3,57:17.9,es,Con Error,FALSE,FALSE,FALSE
18,trip_status_in_progress_name,,FALSE,57:32.2,58:24.7,es,En Curso,FALSE,FALSE,FALSE
16,trip_status_new_name,,FALSE,57:32.1,59:07.8,es,Nuevo,FALSE,FALSE,FALSE
10,TripsBreakdownReport,,FALSE,57:31.6,10:26.8,es,Informe de Viajes Planeados,FALSE,FALSE,FALSE
2,TripsCreatedByDayReport,,FALSE,57:31.4,11:15.3,es,Informe de Viajes Creados,FALSE,FALSE,FALSE
12,TripsDetailsReport,,FALSE,57:31.6,13:21.6,es,Informe de los Detalles del Viaje,FALSE,FALSE,FALSE
4,TripsScheduledByDayReport,,FALSE,57:31.4,15:20.3,es,Informe del Horario de Viajes,FALSE,FALSE,FALSE
56,mode_car_transit_name,,FALSE,57:33.1,01:09.2,es,Un Beso y Viajo,FALSE,FALSE,FALSE
77,date_option_next_month_name,,FALSE,57:33.8,57:33.8,en,Next Month,FALSE,FALSE,FALSE
81,disabled_note,,FALSE,57:34.0,57:34.0,en,Do you have a permanent or temporary disability?,FALSE,FALSE,FALSE
83,no_trans_name,,FALSE,57:34.0,57:34.0,en,Has No Means of Transportation,FALSE,FALSE,FALSE
85,no_trans_note,,FALSE,57:34.1,57:34.1,en,Do you own or have access to a personal vehicle?,FALSE,FALSE,FALSE
87,nemt_eligible_name,,FALSE,57:34.1,57:34.1,en,Has Medicaid,FALSE,FALSE,FALSE
89,nemt_eligible_note,,FALSE,57:34.2,57:34.2,en,Are you eligible for Medicaid?,FALSE,FALSE,FALSE
91,ada_eligible_name,,FALSE,57:34.2,57:34.2,en,Has ADA Paratransit,FALSE,FALSE,FALSE
93,ada_eligible_note,,FALSE,57:34.3,57:34.3,en,Are you eligible for ADA paratransit?,FALSE,FALSE,FALSE
95,veteran_name,,FALSE,57:34.3,57:34.3,en,Is a Veteran,FALSE,FALSE,FALSE
97,veteran_note,,FALSE,57:34.3,57:34.3,en,Are you a military veteran?,FALSE,FALSE,FALSE
99,low_income_name,,FALSE,57:34.4,57:34.4,en,Is Low income,FALSE,FALSE,FALSE
101,low_income_note,,FALSE,57:34.4,57:34.4,en,Are you low income?,FALSE,FALSE,FALSE
103,date_of_birth_name,,FALSE,57:34.4,57:34.4,en,Year of Birth,FALSE,FALSE,FALSE
105,date_of_birth_note,,FALSE,57:34.5,57:34.5,en,What is your birth year?,FALSE,FALSE,FALSE
107,age_name,,FALSE,57:34.5,57:34.5,en,Age is,FALSE,FALSE,FALSE
109,age_note,,FALSE,57:34.5,57:34.5,en,What is your birth year?,FALSE,FALSE,FALSE
111,age_desc,,FALSE,57:34.6,57:34.6,en,You must be 65 or older to use this service. Please confirm your birth year.,FALSE,FALSE,FALSE
113,walk_distance_name,,FALSE,57:34.6,57:34.6,en,Walk distance,FALSE,FALSE,FALSE
115,walk_distance_note,,FALSE,57:34.7,57:34.7,en,Are you able to comfortably walk for 5, 10, 15, 20, 25, 30 minutes?,FALSE,FALSE,FALSE
117,folding_wheelchair_accessible_name,,FALSE,57:34.7,57:34.7,en,Folding wheelchair accessible.,FALSE,FALSE,FALSE
119,folding_wheelchair_accessible_note,,FALSE,57:34.7,57:34.7,en,Do you need a vehicle that has space for a folding wheelchair?,FALSE,FALSE,FALSE
121,motorized_wheelchair_accessible_name,,FALSE,57:34.8,57:34.8,en,Motorized wheelchair accessible.,FALSE,FALSE,FALSE
125,lift_equipped_name,,FALSE,57:34.9,57:34.9,en,Wheelchair lift equipped vehicle.,FALSE,FALSE,FALSE
127,lift_equipped_note,,FALSE,57:34.9,57:34.9,en,Do you need a vehicle with a lift?,FALSE,FALSE,FALSE
129,door_to_door_name,,FALSE,57:35.0,57:35.0,en,Door-to-door,FALSE,FALSE,FALSE
133,curb_to_curb_name,,FALSE,57:35.1,57:35.1,en,Curb-to-curb,FALSE,FALSE,FALSE
137,driver_assistance_available_name,,FALSE,57:35.1,57:35.1,en,Driver assistance available.,FALSE,FALSE,FALSE
139,driver_assistance_available_note,,FALSE,57:35.3,57:35.3,en,Do you need personal assistance from the driver?,FALSE,FALSE,FALSE
141,stretcher_accessible_name,,FALSE,57:35.5,57:35.5,en,Stretcher accessible.,FALSE,FALSE,FALSE
138,driver_assistance_available_name,,FALSE,57:35.2,25:54.0,es,Asistencia disponible del conductor.,FALSE,FALSE,FALSE
135,curb_to_curb_note,,FALSE,57:35.1,48:19.1,en,Do you need assistance to the curb in front of your home?,FALSE,FALSE,FALSE
134,curb_to_curb_name,,FALSE,57:35.1,54:06.4,es,De acera a acera,FALSE,FALSE,FALSE
108,age_name,,FALSE,57:34.5,57:19.0,es,La edad es,FALSE,FALSE,FALSE
130,door_to_door_name,,FALSE,57:35.0,58:07.7,es,Puerta a Puerta,FALSE,FALSE,FALSE
110,age_note,,FALSE,57:34.5,57:30.7,es,åÀCuÌÁl es su aÌ±o de nacimiento?,FALSE,FALSE,FALSE
112,age_desc,,FALSE,57:34.6,59:03.1,es,Usted debe tener 65 aÌ±os o mÌÁs para utilizar este servicio. Por favor, confirme su aÌ±o de nacimiento.,FALSE,FALSE,FALSE
94,ada_eligible_note,,FALSE,57:34.3,54:35.2,es,åÀEs elegible para ADA Servicios Especiales?,FALSE,FALSE,FALSE
104,date_of_birth_name,,FALSE,57:34.4,06:54.2,es,AÌ±o de nacimiento,FALSE,FALSE,FALSE
106,date_of_birth_note,,FALSE,57:34.5,07:48.1,es,åÀCuÌÁl es su aÌ±o de nacimiento?,FALSE,FALSE,FALSE
76,date_option_last_month_name,,FALSE,57:33.8,11:45.6,es,Ì_ltimo mes,FALSE,FALSE,FALSE
80,disabled_name,,FALSE,57:33.9,57:24.0,es,Es Discapacitado,FALSE,FALSE,FALSE
78,date_option_next_month_name,,FALSE,57:33.8,14:46.2,es,PrÌ_ximo mes,FALSE,FALSE,FALSE
82,disabled_note,,FALSE,57:34.0,00:04.2,es,åÀTiene una discapacidad permanente o temporal?,FALSE,FALSE,FALSE
114,walk_distance_name,,FALSE,57:34.6,45:48.9,es,Distancia caminando,FALSE,FALSE,FALSE
132,door_to_door_note,,FALSE,57:35.1,15:51.5,es,åÀNecesita ayuda hasta su puerta?,FALSE,FALSE,FALSE
140,driver_assistance_available_note,,FALSE,57:35.5,27:34.2,es,åÀNecesita asistencia personal del conductor?,FALSE,FALSE,FALSE
118,folding_wheelchair_accessible_name,,FALSE,57:34.7,39:17.3,es,Silla de ruedas plegable accesible.,FALSE,FALSE,FALSE
120,folding_wheelchair_accessible_note,,FALSE,57:34.8,40:36.8,es,åÀNecesita un vehÌ_culo que dispone de espacio para una silla de ruedas plegable?,FALSE,FALSE,FALSE
126,lift_equipped_name,,FALSE,57:34.9,00:11.1,es,VehÌ_culo Equipado con ascensor para silla de ruedas.,FALSE,FALSE,FALSE
128,lift_equipped_note,,FALSE,57:34.9,01:04.5,es,åÀNecesita un vehÌ_culo con un ascensor?,FALSE,FALSE,FALSE
100,low_income_name,,FALSE,57:34.4,33:51.7,es,Es de bajos ingresos,FALSE,FALSE,FALSE
102,low_income_note,,FALSE,57:34.4,37:03.9,es,åÀUsted recibe bajos ingresos?,FALSE,FALSE,FALSE
122,motorized_wheelchair_accessible_name,,FALSE,57:34.8,27:49.3,es,Accesible para una silla de ruedas motorizada.,FALSE,FALSE,FALSE
123,motorized_wheelchair_accessible_note,,FALSE,57:34.8,29:37.2,en,Do you need a vehicle that has space for a motorized wheelchair?,FALSE,FALSE,FALSE
124,motorized_wheelchair_accessible_note,,FALSE,57:34.9,32:08.5,es,åÀNecesita un vehÌ_culo que disponga de espacio para una silla de ruedas motorizada?,FALSE,FALSE,FALSE
88,nemt_eligible_name,,FALSE,57:34.1,40:32.7,es,Tiene Medicaid,FALSE,FALSE,FALSE
90,nemt_eligible_note,,FALSE,57:34.2,43:31.0,es,åÀEs elegible para Medicaid?,FALSE,FALSE,FALSE
84,no_trans_name,,FALSE,57:34.1,52:53.9,es,No Tiene Medios de Transporte,FALSE,FALSE,FALSE
86,no_trans_note,,FALSE,57:34.1,55:00.5,es,åÀUsted posee o tiene acceso a un vehÌ_culo personal?,FALSE,FALSE,FALSE
96,veteran_name,,FALSE,57:34.3,55:01.0,es,Es un Veterano,FALSE,FALSE,FALSE
98,veteran_note,,FALSE,57:34.3,56:24.9,es,åÀEs usted un veterano militar?,FALSE,FALSE,FALSE
116,walk_distance_note,,FALSE,57:34.7,08:47.2,es,åÀEs capaz de caminar cÌ_modamente durante 5, 10, 15, 20, 25, 30 minutos?,FALSE,FALSE,FALSE
92,ada_eligible_name,,FALSE,57:34.2,53:25.5,es,åÀTiene un ADA para Servicios Especiales?,FALSE,FALSE,FALSE
145,companion_allowed_name,,FALSE,57:35.6,57:35.6,en,Traveler Companion Permitted,FALSE,FALSE,FALSE
147,companion_allowed_note,,FALSE,57:35.6,57:35.6,en,Do you travel with a companion?,FALSE,FALSE,FALSE
153,volunteer_name,,FALSE,57:35.7,57:35.7,en,Volunteer,FALSE,FALSE,FALSE
155,volunteer_note,,FALSE,57:35.8,57:35.8,en,This is a volunteer service,FALSE,FALSE,FALSE
157,nemt_name,,FALSE,57:35.8,57:35.8,en,Non-Emergency Medical Service,FALSE,FALSE,FALSE
161,transit_name,,FALSE,57:35.9,57:35.9,en,Fixed-route Transit,FALSE,FALSE,FALSE
163,transit_note,,FALSE,57:35.9,57:35.9,en,This is a transit service.,FALSE,FALSE,FALSE
165,taxi_name,,FALSE,57:35.9,57:35.9,en,Taxi,FALSE,FALSE,FALSE
167,taxi_note,,FALSE,57:36.0,57:36.0,en,Taxi services.,FALSE,FALSE,FALSE
169,rideshare_name,,FALSE,57:36.1,57:36.1,en,Rideshare,FALSE,FALSE,FALSE
171,rideshare_note,,FALSE,57:36.2,57:36.2,en,Ride-sharing services.,FALSE,FALSE,FALSE
173,work_name,,FALSE,57:36.2,57:36.2,en,Work,FALSE,FALSE,FALSE
175,work_note,,FALSE,57:36.3,57:36.3,en,Work-related trip.,FALSE,FALSE,FALSE
177,training_name,,FALSE,57:36.4,57:36.4,en,Training/Employment,FALSE,FALSE,FALSE
179,training_note,,FALSE,57:36.4,57:36.4,en,Employment or training trip.,FALSE,FALSE,FALSE
181,medical_name,,FALSE,57:36.5,57:36.5,en,Medical,FALSE,FALSE,FALSE
183,medical_note,,FALSE,57:36.5,57:36.5,en,General medical trip.,FALSE,FALSE,FALSE
185,dialysis_name,,FALSE,57:36.6,57:36.6,en,Dialysis,FALSE,FALSE,FALSE
187,dialysis_note,,FALSE,57:36.6,57:36.6,en,Dialysis appointment.,FALSE,FALSE,FALSE
189,cancer_name,,FALSE,57:36.7,57:36.7,en,Cancer Treatment,FALSE,FALSE,FALSE
191,cancer_note,,FALSE,57:36.7,57:36.7,en,Trip to receive cancer treatment.,FALSE,FALSE,FALSE
193,personal_name,,FALSE,57:36.8,57:36.8,en,Personal Errand,FALSE,FALSE,FALSE
195,personal_note,,FALSE,57:36.8,57:36.8,en,Personal errand/shopping trip.,FALSE,FALSE,FALSE
197,general_name,,FALSE,57:36.8,57:36.8,en,General Purpose,FALSE,FALSE,FALSE
199,general_note,,FALSE,57:36.9,57:36.9,en,General purpose/unspecified purpose.,FALSE,FALSE,FALSE
201,senior_name,,FALSE,57:36.9,57:36.9,en,Visit Senior Center,FALSE,FALSE,FALSE
203,senior_note,,FALSE,57:36.9,57:36.9,en,Trip to visit Senior Center.,FALSE,FALSE,FALSE
205,grocery_name,,FALSE,57:37.0,57:37.0,en,Grocery Trip,FALSE,FALSE,FALSE
207,grocery_note,,FALSE,57:37.0,57:37.0,en,Grocery shopping trip.,FALSE,FALSE,FALSE
159,nemt_note,,FALSE,57:35.8,05:04.9,en,This is a specialized service that is only to be used for medical trips.,FALSE,FALSE,FALSE
149,paratransit_name,,FALSE,57:35.6,05:29.9,en,Specialized Services,FALSE,FALSE,FALSE
151,paratransit_note,,FALSE,57:35.7,06:00.2,en,This is a general purpose specialized service.,FALSE,FALSE,FALSE
79,disabled_name,,FALSE,57:33.8,36:38.7,en,Is Person with disability,FALSE,FALSE,FALSE
35,mode_paratransit_name,,FALSE,57:32.6,03:09.0,en,Specialized Services,FALSE,FALSE,FALSE
143,stretcher_accessible_note,,FALSE,57:35.5,49:07.5,en,Do you need a vehicle that accommodates a stretcher?,FALSE,FALSE,FALSE
166,taxi_name,,FALSE,57:35.9,21:31.6,es,Taxi,FALSE,FALSE,FALSE
148,companion_allowed_note,,FALSE,57:35.6,46:30.7,es,åÀUsted viaja con un acompaÌ±ante?,FALSE,FALSE,FALSE
146,companion_allowed_name,,FALSE,57:35.6,45:34.2,es,CompaÌ±ero de Viaje Permitido,FALSE,FALSE,FALSE
190,cancer_name,,FALSE,57:36.7,02:00.2,es,Tratamiento del CÌÁncer,FALSE,FALSE,FALSE
184,medical_note,,FALSE,57:36.5,58:31.8,es,Viaje a un mÌ©dico general,FALSE,FALSE,FALSE
186,dialysis_name,,FALSE,57:36.6,35:44.8,es,DiÌÁlisis,FALSE,FALSE,FALSE
188,dialysis_note,,FALSE,57:36.7,37:50.1,es,Cita de diÌÁlisis.,FALSE,FALSE,FALSE
198,general_name,,FALSE,57:36.9,42:20.7,es,PropÌ_sito General,FALSE,FALSE,FALSE
200,general_note,,FALSE,57:36.9,44:02.7,es,PropÌ_sito general/objetivo no especificado.,FALSE,FALSE,FALSE
206,grocery_name,,FALSE,57:37.0,50:13.9,es,Viaje al supermercado,FALSE,FALSE,FALSE
208,grocery_note,,FALSE,57:37.0,51:29.8,es,Viaje de compras al supermercado,FALSE,FALSE,FALSE
182,medical_name,,FALSE,57:36.5,44:38.9,es,MÌ©dico,FALSE,FALSE,FALSE
150,paratransit_name,,FALSE,57:35.6,23:19.5,es,Servicios Especializados,FALSE,FALSE,FALSE
158,nemt_name,,FALSE,57:35.8,44:34.5,es,Servicio mÌ©dico no de emergencia,FALSE,FALSE,FALSE
160,nemt_note,,FALSE,57:35.8,47:19.5,es,Este es un servicio de transporte sÌ_lo para ser utilizado para los viajes mÌ©dicos.,FALSE,FALSE,FALSE
168,taxi_note,,FALSE,57:36.0,11:24.4,es,Servicios de Taxi.,FALSE,FALSE,FALSE
170,rideshare_name,,FALSE,57:36.1,54:03.0,es,Viaje compartido,FALSE,FALSE,FALSE
194,personal_name,,FALSE,57:36.8,12:29.3,es,Encargo Personal,FALSE,FALSE,FALSE
196,personal_note,,FALSE,57:36.8,14:13.4,es,Encargo personal/viaje de compras.,FALSE,FALSE,FALSE
152,paratransit_note,,FALSE,57:35.7,49:44.3,es,Este es un servicio con un propÌ_sito Especializado ,FALSE,FALSE,FALSE
172,rideshare_note,,FALSE,57:36.2,54:57.6,es,Servicios de viajes compartidos,FALSE,FALSE,FALSE
202,senior_name,,FALSE,57:36.9,51:58.3,es,Visitar Centro de Personas Mayores,FALSE,FALSE,FALSE
204,senior_note,,FALSE,57:37.0,54:30.7,es,Viaje para visitar el Centro de Personas Mayores,FALSE,FALSE,FALSE
142,stretcher_accessible_name,,FALSE,57:35.5,09:03.3,es,Camilla accesible.,FALSE,FALSE,FALSE
144,stretcher_accessible_note,,FALSE,57:35.5,10:22.6,es,åÀNecesita un vehÌ_culo que se adapte a una camilla?,FALSE,FALSE,FALSE
178,training_name,,FALSE,57:36.4,18:08.5,es,CapacitaciÌ_n/Empleo,FALSE,FALSE,FALSE
180,training_note,,FALSE,57:36.4,19:19.1,es,Empleo o viaje de entrenamiento.,FALSE,FALSE,FALSE
164,transit_note,,FALSE,57:35.9,30:20.6,es,Este es un servicio de transporte pÌ¼blico.,FALSE,FALSE,FALSE
162,transit_name,,FALSE,57:35.9,27:19.5,es,Transporte PÌ¼blico en un ruta fija,FALSE,FALSE,FALSE
154,volunteer_name,,FALSE,57:35.8,03:30.8,es,Voluntario,FALSE,FALSE,FALSE
156,volunteer_note,,FALSE,57:35.8,04:21.6,es,Este es un servicio voluntario,FALSE,FALSE,FALSE
174,work_name,,FALSE,57:36.2,13:34.8,es,Trabajo,FALSE,FALSE,FALSE
176,work_note,,FALSE,57:36.3,14:53.4,es,Viaje relacionado con el trabajo.,FALSE,FALSE,FALSE
192,cancer_note,,FALSE,57:36.7,27:39.0,es,Viaje para recibir tratamiento contra el cÌÁncer.,FALSE,FALSE,FALSE
213,faq,,FALSE,32:04.6,32:42.7,en,<style type=text/css>
/* Make targets work with fixed nav header */
.target {
  padding-top: 70px;
  margin-top: -70px;
}
a:hover {
  text-decoration: none;
}

</style>

<h1>Simply Get There Frequently Asked Questions</h1>

<ul id=toc>
  <li><a href=#general>General Questions</a></li>
  <li><a href=#tripplanning>Trip Planning</a>
    <ul>
      <li><a href=#trip>Trip</a></li>
      <li><a href=#options>Options</a></li>
      <li><a href=#review>Review</a></li>
      <li><a href=#plan>Plan</a></li>
    </ul>
  </li>
  <li><a href=#useraccount>User Account</a></li>
  <li><a href=#mytravelprofile>My Travel Profile</a></li>
  <li><a href=#mytrips>My Trips</a></li>
  <li><a href=#myplaces>My Places</a></li>
  <li><a href=#assistance>Assistance</a></li>
</ul>

<a id=general><h1 class=target>General Questions</h1></a>

<h3>What is Simply Get There?</h3>

<p>Simply Get There allows you to quickly and easily identify the best options for making a trip. 
The application provides you with tailored trip options based on services available in your area.</p>

<h3>How do I change the language of the application?</h3>

<p>You can change the language by clicking on the language links in the lower left hand corner of 
the application. If you are a registered user, you can also set a default language on your <a href=#mytravelprofile>travel profile</a>.</p>

<h3>Where can I go for more information about the Simply Get There?</h3>

The <a href=/>home page</a> contains information and links to additional Simply Get There information.

<h3>How can I report an issue with Simply Get There?
</h3>

<p>Contact the Simply Get There team via <a href=mailto:1-click@camsys.com>email</a>.</p>

<p>If you are a registered user, you can also get <a href=#assistance>help</a> planning trips and managing your account.</p>

<a id=tripplanning><h1 class=target>Trip Planning</h1></a>

<p>The Trip Planning tool allows you to plan a trip using locations, dates, times, modes, and other factors. 
Based on the information you enter, the tool will provide potential trip options.</p>

<a id=trip><h2 class=target>Trip</h2></a>

<p>The Trip planning page is where you enter the details of the trip that you want to take. For example, 
where you are going, when you are going, what modes of transportation you would consider taking.</p>

<h3>What transportation modes can I plan trips using?</h3>

<p>Simply Get There
plans trips using the following modes of transportation:
</p>

<ul>
<li>Bike</li>
<li>Drive</li>
<li>Demand-response and volunteer services</li>
<li>Carpool and vanpool options</li>
<li>Local taxi services</li>
<li>Transit</li>
<li>Walk</li>
</ul>
<h3>Why do I need to give the purpose of my trip?</h3>

<p>Some services only provide trips for certain purposes, like medical visits or grocery trips. 
When you provide the purpose of your trip, Simply Get There can determine whether you are eligible 
for certain services.</p>

<h3>How do I set the from and to locations of my trip?</h3>

<p>The from and to locations can be defined by typing an address or place of interest. 
You can also locate a saved place from a list or use the flag tool to select a location on the map.
</p>

<h3>I have a place that I will be travelling to/from frequently. Is
there a way for me to save it?</h3>

<p>Yes! If you register for an <a href=#useraccount>account</a>, you can save <a href=#myplaces>frequently used places</a> for reuse. </p>

<a id=options><h2 class=target>Options</h2></a>

<p>Some trip services may only be available if you meet certain eligibility criteria 
(e.g. age, disability status, trip type). There may also be certain accommodations 
(e.g., door-to-door service, need to travel with a folding wheelchair) you need. 
The Options page within the Trip Planning tool allows you to define your eligibility 
and required accommodations. 
</p>

<h3>Why was the Options page not shown as part of the workflow?</h3>

<p>The Options page is only displayed if you requested Paratransit as a mode on the Trip page. 
</p>

<h3>Why do I need to answer these questions?</h3>

<p>The questions help determine your eligibility for certain services and ask about 
any accommodations that you might need. Your answers are used to determine the 
Paratransit services that best meet your needs.
</p>

<h3>What happens if I don't answer the questions?</h3>

<p>If you do not answer the eligibility questions on this page, Simply Get There will 
require you to answer any relevant questions prior to selecting certain trip options.
</p>

<p>If you do not answer questions about necessary accommodations, Simply Get There will not 
be able to tell you if a service might be unable to meet your needs.</p>

<a id=review><h2 class=target>Review</h2></a>

<p>Multiple trip itineraries are displayed for departing and returning 
(if returning trip is requested) legs of your trip based on the information you enter. 
</p>

<h3>How can I see more details about a displayed trip itinerary?</h3>

<p>To see a summary of the trip itinerary, hover your mouse over the displayed 
trip itinerary colored bar. On a touchscreen device, tap the bar.   
</p>

<p>
To see the full details of the trip itinerary, click the displayed 
trip itinerary colored bar. On a touchscreen device, double-tap the bar. 
If you are using the application without a mouse, tab to an option and press 
Spacebar to view details. 
</p>

<h3>I only want to see certain kinds of trips--how can I hide the
ones that I'm not interested in?
</h3>

<p>On the left side of the Review page, you can filter the trip itineraries 
by mode, number of transfers, cost, and time.</p>

<h3>How do I select the departing and returning trip itineraries?</h3>

<p>Click or tap the Select button to the right of the departing and returning 
trip itineraries you'd like to select. 
</p>

<h3>Why do some trip itineraries have question marks instead of Select
